category,variable,label,units,type
ivp_a5_health_history,cvothrx,2i1. Other cardiovascular disease (specify):,,
ivp_a5_health_history,a5_cbstroke_table1,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">3a. Stroke-by history, not exam (imaging is not required)<br /><em>(If absent or unknown, <strong>SKIP TO QUESTION 3b</strong>)</em> {cbstroke}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,cbstroke,"3a. Stroke-by history, not exam (imaging is not required)<i>(If absent or unknown, <b>SKIP TO QUESTION 3b</b>)</i>",,String
ivp_a5_health_history,a5_cbstroke_table2,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 49.1887%;"">3a1. More than one stroke? {strokmul}</td> <td style=""width: 49.1887%;"">3a2. Year of most recent stroke {strokyr}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,strokmul,3a1. More than one stroke?,,String
ivp_a5_health_history,strokyr,3a2. Year of most recent stroke,,Datetime
ivp_a5_health_history,a5_cbtia_table1,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">3b. Transient ischemic attack (TIA)<br />(If absent or unknown, SKIP TO QUESTION 4a) {cbtia}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,cbtia,"3b. Transient ischemic attack (TIA)(If absent or unknown, SKIP TO QUESTION 4a)",,String
ivp_a5_health_history,a5_cbtia_table2,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 48.4161%;"">3b1. More than one TIA? {tiamult}</td> <td style=""width: 48.4161%;"">3b2. Year of most recent TIA {tiayear}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,tiamult,3b1. More than one TIA?,,String
ivp_a5_health_history,tiayear,3b2. Year of most recent TIA,,Datetime
ivp_a5_health_history,a5_pd_table1,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">4a. Parkinson's disease (PD)<br />(If absent or unknown, <b>SKIP TO QUESTION 4b</b>) {pd}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,pd,"4a. Parkinson's disease (PD)(If absent or unknown, <b>SKIP TO QUESTION 4b</b>)",,String
ivp_a5_health_history,a5_pd_table2,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">4a1. Year of PD diagnosis {pdyr}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,pdyr,4a1. Year of PD diagnosis,,Datetime
ivp_a5_health_history,a5_pdothr_table1,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">4b. Other parkinsonism disorder (e.g., PSP, CBD)<br />(If absent or unknown, SKIP TO QUESTION 4c) {pdothr}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,pdothr,"4b. Other parkinsonism disorder (e.g., PSP, CBD)(If absent or unknown, SKIP TO QUESTION 4c)",,String
ivp_a5_health_history,a5_pdothr_table2,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">4b1. Year of parkinsonism disorder diagnosis {pdothryr}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,pdothryr,4b1. Year of parkinsonism disorder diagnosis,,Datetime
ivp_a5_health_history,seizures,4c. Seizures,,String
ivp_a5_health_history,tbi,"4d. Traumatic brain injury (TBI)<br>(If Absent or Unknown, SKIP TO QUESTION 5a)",,String
ivp_a5_health_history,tbibrief,4d1. TBI with brief loss of consciousness (<5 minutes),,String
ivp_a5_health_history,tbiexten,4d2. TBI with extended loss of consciousness (≥5 minutes),,String
ivp_a5_health_history,tbiwolos,4d3. TBI without loss of consciousness (as might result from military detonations or sports injuries)?,,String
ivp_a5_health_history,a5_tbi_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">4d4. Year of most recent TBI {tbiyear}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,tbiyear,4d4. Year of most recent TBI,,Datetime
ivp_a5_health_history,a5_diabetes_table1_diab,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">5a. Diabetes<br />(If absent or unknown, <b>SKIP TO QUESTION 5b</b>) {diabetes}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,diabetes,"5a. Diabetes(If absent or unknown, <b>SKIP TO QUESTION 5b</b>)",,String
ivp_a5_health_history,a5_diabetes_table2,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">5a1. If Recent/active or Remote/inactive, which type? {diabtype}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,diabtype,"5a1. If Recent/active or Remote/inactive, which type?",,String
ivp_a5_health_history,hyperten,5b. Hypertension,,String
ivp_a5_health_history,hypercho,5c. Hypercholesterolemia,,String
ivp_a5_health_history,b12def,5d. B12 deficiency,,String
ivp_a5_health_history,thyroid,5e. Thyroid disease,,String
ivp_a5_health_history,arthrit,"5f. Arthritis (If absent or unknown, <b>SKIP TO QUESTION 5g</b>)",,String
ivp_a5_health_history,a5_arth_table1,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">5f1. Type of Arthritis {arthtype}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,arthtype,5f1. Type of Arthritis,,String
ivp_a5_health_history,arthtypx,5f1a. Other Arthritis (specify),,
ivp_a5_health_history,a5_arth_region,5f2. Region(s) affected (check all that apply):,,String
ivp_a5_health_history,incontu,5g. Incontinence -- Urinary,,String
ivp_a5_health_history,incontf,5h. Incontinence -- Bowel,,String
ivp_a5_health_history,apnea,5i. Sleep apnea,,String
ivp_a5_health_history,rbd,5j. REM sleep behavior disorder (RBD),,String
ivp_a5_health_history,insomn,5k. Hyposomnia/insomnia,,String
ivp_a5_health_history,othsleep,5l. Other sleep disorder,,String
ivp_a5_health_history,a5_othsleex_table1,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">5l1. Other sleep disorder (specify) {othsleex}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,othsleex,5l1. Other sleep disorder (specify),,
ivp_a5_health_history,alcohol,"6a. Alcohol abuse: clinically significant impairment occuring over a 12 - month period manifested in one of the following areas: work, driving, legal, or social.",,String
ivp_a5_health_history,abusothr,"6b. Other abused substances: Clinically significant impairment occuring over a 12 - month period manifested in one of the following areas: work, driving, legal, or social.<br>(If absent or unkown, <b>SKIP TO QUESTION 7a</b>)",,String
ivp_a5_health_history,a5_abusx_table1,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">6b1. If  recent/active or remote/inactive, specify abused substance: {abusx}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,abusx,"6b1. If  recent/active or remote/inactive, specify abused substance:",,
ivp_a5_health_history,ptsd,7a. Post-traumatic stress disorder (PTSD),,String
ivp_a5_health_history,bipolar,7b. Bipolar disorder,,String
ivp_a5_health_history,schiz,7c. Schizophrenia,,String
ivp_a5_health_history,dep2yrs,7d1. Active depression in the last two years,,String
ivp_a5_health_history,depothr,7d2. Depression episodes more than two years ago,,String
ivp_a5_health_history,anxiety,7e. Anxiety,,String
ivp_a5_health_history,ocd,7f. Obsessive-complusive disorder (OCD),,String
ivp_a5_health_history,npsydev,"7g. Developmental neuropsychiatric disorders (e.g., autism spectrum disorder [ASD], attention-deficit hyperactivity disorder [ADHD], dyslexia)",,String
ivp_a5_health_history,psycdis,"7h. Other psychiatric disorders<br>(If absent or unknown, <b>END FORM HERE.</b>)",,String
ivp_a5_health_history,a5_psycdisx_table1,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3775%;"">7h1. If recent/active or remote/inactive, specify disorder: {psycdisx}</td> </tr> </tbody> </table></div>",,
ivp_a5_health_history,psycdisx,"7h1. If recent/active or remote/inactive, specify disorder:",,
ivp_a5_health_history,copyright_a5,"<font color=blue> Adapted with permission. Copyright &#169 2006, 2008, 2015 University of Washington. Created and published by the ADC Clinical Task Force (John C. Morris, MD, Chair) and the National Alzheimer's Coordinating Center (U01 AG016976 - Walter A. Kukull, PhD, Director).  All rights reserved.</font color=blue>",,
ivp_a5_health_history,footer_a5,"National Alzheimer's Coordinating Center | (206) 543-8637 | fax: (206) 616-5927 | naccmail@uw.edu | www.alz.washington.edu <br><b>UDS (V3.0, March 2015)  Initial Visit  <font color=red>Form A5: Subject Health History</font color=red></b>",,
ivp_a4_medications,instructions_a4,"<i>INSTRUCTIONS: This form is to be completed by the clinician or ADC staff. The purpose of the form  is to record all prescription medications taken by the subject <b><u>within the two weeks before the current visit.</u></b> For prescription medications not listed here, please follow the instructions at the end of this form. OTC (non-prescription) medications need not be reported; however, a short list of medications that could be either prescription or OTC follows the prescription list.</i>This list includes commonly reported medications that may be purchased over the counter (but that may also be prescription).",,
ivp_a4_medications,a4_ptid,ADC Subject ID,,
ivp_a4_medications,a4_visitnum,ADC Visit #,,
ivp_a4_medications,a4_formver,Form Version,,String
ivp_a4_medications,a4_visitmo,Form date - month,,String
ivp_a4_medications,a4_visitday,Form date - day,,String
ivp_a4_medications,a4_visityr,Form date - year,,Datetime
ivp_a4_medications,a4_initials,Examiner's initials (xxx),,
ivp_a4_medications,anymeds,Is the subject currently taking any medications?,,String
ivp_a4_medications,drugid_1,Select a medication,,
ivp_a4_medications,drugid_2,Select a 2nd medication,,
ivp_a4_medications,drugid_3,Select a 3rd medication,,
ivp_a4_medications,drugid_4,Select a 4th medication,,
ivp_a4_medications,drugid_5,Select a 5th medication,,
ivp_a4_medications,drugid_6,Select a 6th medication,,
ivp_a4_medications,drugid_7,Select a 7th medication,,
ivp_a4_medications,drugid_8,Select a 8th medication,,
ivp_a4_medications,drugid_9,Select a 9th medication,,
ivp_a4_medications,drugid_10,Select a 10th medication,,
ivp_a4_medications,drugid_11,Select a 11th medication,,
ivp_a4_medications,drugid_12,Select a 12th medication,,
ivp_a4_medications,drugid_13,Select a 13th medication,,
ivp_a4_medications,drugid_14,Select a 14th medication,,
ivp_a4_medications,drugid_15,Select a 15th medication,,
ivp_a4_medications,drugid_16,Select a 16th medication,,
ivp_a4_medications,drugid_17,Select a 17th medication,,
ivp_a4_medications,drugid_18,Select a 18th medication,,
ivp_a4_medications,drugid_19,Select a 19th medication,,
ivp_a4_medications,drugid_20,Select a 20th medication,,
ivp_a4_medications,drugid_21,Select a 21st medication,,
ivp_a4_medications,drugid_22,Select a 22nd medication,,
ivp_a4_medications,drugid_23,Select a 23rd medication,,
ivp_a4_medications,drugid_24,Select a 24th medication,,
ivp_a4_medications,drugid_25,Select a 25th medication,,
ivp_a4_medications,drugid_26,Select a 26th medication,,
ivp_a4_medications,drugid_27,Select a 27th medication,,
ivp_a4_medications,drugid_28,Select a 28th medication,,
ivp_a4_medications,drugid_29,Select a 29th medication,,
ivp_a4_medications,drugid_30,Select a 30th medication,,
ivp_a4_medications,drugid_31,Select a 31st medication,,
ivp_a4_medications,drugid_32,Select a 32nd medication,,
ivp_a4_medications,drugid_33,Select a 33rd medication,,
ivp_a4_medications,drugid_34,Select a 34th medication,,
ivp_a4_medications,drugid_35,Select a 35th medication,,
ivp_a4_medications,drugid_36,Select a 36th medication,,
ivp_a4_medications,drugid_37,Select a 37th medication,,
ivp_a4_medications,drugid_38,Select a 38th medication,,
ivp_a4_medications,drugid_39,Select a 39th medication,,
ivp_a4_medications,drugid_40,Select a 40th medication,,
ivp_a4_medications,drugid_41,Select a 41st medication,,
ivp_a4_medications,drugid_42,Select a 42nd medication,,
ivp_a4_medications,drugid_43,Select a 43rd medication,,
ivp_a4_medications,drugid_44,Select a 44th medication,,
ivp_a4_medications,drugid_45,Select a 45th medication,,
ivp_a4_medications,drugid_46,Select a 46th medication,,
ivp_a4_medications,drugid_47,Select a 47th medication,,
ivp_a4_medications,drugid_48,Select a 48th medication,,
ivp_a4_medications,drugid_49,Select a 49th medication,,
ivp_a4_medications,drugid_50,Select a 50th medication,,
ivp_a4_medications,copyright_a4,"<font color=blue> Adapted with permission. Copyright &#169 2006, 2008, 2015 University of Washington. Created and published by the ADC Clinical Task Force (John C. Morris, MD, Chair) and the National Alzheimer's Coordinating Center (U01 AG016976 - Walter A. Kukull, PhD, Director).  All rights reserved.</font color=blue>",,
ivp_a4_medications,footer_a4,"National Alzheimer's Coordinating Center | (206) 543-8637 | fax: (206) 616-5927 | naccmail@uw.edu | www.alz.washington.edu <br><b>UDS (v3.0, March 2015) Initial Visit  <font color=red>Form A4: Subject Medications</font color=red></b>",,
surgical_history,surg01,Have you had any prior surgeries?,,String
surgical_history,surg_instruct,"<div class=""rich-text-field-label""><p>Please list <span style=""text-decoration: underline;"">all </span>prior surgeries below. List the type of surgery*, the anatomical location of the surgery, the hospital/office it was performed at, the doctor's name, and the year the surgery was completed**.<br /><br />*If you have had a surgery that is not listed in the drop-down menu for <span style=""text-decoration: underline;"">""Type of Surgery,""</span> please select ""<span style=""color: #e03e2d;"">Not Listed</span>."" Likewise, if the location of the surgery is not listed in <span style=""color: #e03e2d;"">""Anatomical Location,""</span> select ""<span style=""color: #e03e2d;"">Not Listed</span>.""</p> <p> </p> <p>**Enter the full year (e.g., ""2021"" as opposed to ""21"").</p></div>",,
surgical_history,surg01_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 141px;"" border=""1""> <tbody> <tr style=""height: 31px; background-color: #c2e0f4;""> <td style=""height: 31px; width: 13.7553%;"" colspan=""2"">1.</td> </tr> <tr style=""height: 36px;""> <td style=""width: 4.17254%; height: 36px;"">Type of Surgery </td> <td style=""width: 9.58275%; height: 36px;"">{surg01_name}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Anatomical Location</td> <td style=""width: 9.58275%; height: 18px;"">{surg01_location}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Hospital</td> <td style=""width: 9.58275%; height: 18px;"">{surg01_hosp}</td> </tr> <tr style=""height: 20px;""> <td style=""width: 4.17254%; height: 20px;"">Doctor's Name</td> <td style=""width: 9.58275%; height: 20px;"">{surg01_doc}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Year of Surgery</td> <td style=""width: 9.58275%; height: 18px;"">{surg01_year}</td> </tr> </tbody> </table> <p> </p></div>",,
surgical_history,surg01_name,1. Type of Surgery,,String
surgical_history,surg01_not_listed,1. Please list type of surgery:,,
surgical_history,surg01_location,1. Anatomical location of surgery,,String
surgical_history,surg01_loc_not_listed,1. Please list anatomical location of surgery:,,
surgical_history,surg01_hosp,1. Hospital/location of surgery,,
surgical_history,surg01_doc,1. Doctor performing surgery,,
surgical_history,surg01_year,"1. Year of Surgery (enter full year - e.g., ""2021"")",,Datetime
surgical_history,surg01_implant,1. Were implants used?,,String
surgical_history,surg01_implant_desc,1. Please list the number and type of all possible implants associated with this surgery:,,
surgical_history,surg01_specs,1. Select implant specifications:,,String
surgical_history,surg01_specs2,1. Select implant specifications:,,String
surgical_history,surg01_specs3,1. Select implant specifications:,,String
surgical_history,surg01_specs4,1. Select implant specifications:,,String
surgical_history,surg01_specs5,1. Select implant specifications:,,String
surgical_history,surg02,Add another surgery?,,String
surgical_history,surg02_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 141px;"" border=""1""> <tbody> <tr style=""height: 31px; background-color: #c2e0f4;""> <td style=""height: 31px; width: 13.7553%;"" colspan=""2"">2.</td> </tr> <tr style=""height: 36px;""> <td style=""width: 4.17254%; height: 36px;"">Type of Surgery </td> <td style=""width: 9.58275%; height: 36px;"">{surg02_name}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Anatomical Location</td> <td style=""width: 9.58275%; height: 18px;"">{surg02_location}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Hospital</td> <td style=""width: 9.58275%; height: 18px;"">{surg02_hosp}</td> </tr> <tr style=""height: 20px;""> <td style=""width: 4.17254%; height: 20px;"">Doctor's Name</td> <td style=""width: 9.58275%; height: 20px;"">{surg02_doc}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Year of Surgery</td> <td style=""width: 9.58275%; height: 18px;"">{surg02_year}</td> </tr> </tbody> </table></div>",,
surgical_history,surg02_name,2. Type of Surgery,,String
surgical_history,surg02_not_listed,2. Please list type of surgery:,,
surgical_history,surg02_year,2 . Year of Surgery,,Datetime
surgical_history,surg02_location,2. anatomical location,,String
surgical_history,surg02_loc_not_listed,2. Please list anatomical location of surgery:,,
surgical_history,surg02_doc,2. Doctor performing surgery,,
surgical_history,surg02_hosp,2. Hospital/location of surgery,,
surgical_history,surg02_implant,2. Were implants used?,,String
surgical_history,surg02_implant_desc,2. Please list the number and type of all possible implants associated with this surgery:,,
surgical_history,surg02_specs,2. Select implant specifications:,,String
surgical_history,surg02_specs2,2. Select implant specifications:,,String
surgical_history,surg02_specs3,2. Select implant specifications:,,String
surgical_history,surg02_specs4,2. Select implant specifications:,,String
surgical_history,surg02_specs5,2. Select implant specifications:,,String
surgical_history,surg03,Add another surgery?,,String
surgical_history,surg03_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 141px;"" border=""1""> <tbody> <tr style=""height: 31px; background-color: #c2e0f4;""> <td style=""height: 31px; width: 13.7553%;"" colspan=""2"">3.</td> </tr> <tr style=""height: 36px;""> <td style=""width: 4.17254%; height: 36px;"">Type of Surgery </td> <td style=""width: 9.58275%; height: 36px;"">{surg03_name}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Anatomical Location</td> <td style=""width: 9.58275%; height: 18px;"">{surg03_location}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Hospital</td> <td style=""width: 9.58275%; height: 18px;"">{surg03_hosp}</td> </tr> <tr style=""height: 20px;""> <td style=""width: 4.17254%; height: 20px;"">Doctor's Name</td> <td style=""width: 9.58275%; height: 20px;"">{surg03_doc}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Year of Surgery</td> <td style=""width: 9.58275%; height: 18px;"">{surg03_year}</td> </tr> </tbody> </table></div>",,
surgical_history,surg03_name,3. Type of Surgery,,String
surgical_history,surg03_not_listed,3. Please list type of surgery:,,
surgical_history,surg03_year,3 Year of Surgery,,Datetime
surgical_history,surg03_location,3. anatomical location,,String
surgical_history,surg03_loc_not_listed,3. Please list anatomical location of surgery:,,
surgical_history,surg03_doc,3. Doctor performing surgery,,
surgical_history,surg03_hosp,3. Hospital/location of surgery,,
surgical_history,surg03_implant,3. Were implants used?,,String
surgical_history,surg03_implant_desc,3. Please list the number and type of all possible implants associated with this surgery:,,
surgical_history,surg03_specs,3. Select implant specifications:,,String
surgical_history,surg03_specs2,3. Select implant specifications:,,String
surgical_history,surg03_specs3,3. Select implant specifications:,,String
surgical_history,surg03_specs4,3. Select implant specifications:,,String
surgical_history,surg03_specs5,3. Select implant specifications:,,String
surgical_history,surg04,Add another surgery?,,String
surgical_history,surg04_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 141px;"" border=""1""> <tbody> <tr style=""height: 31px; background-color: #c2e0f4;""> <td style=""height: 31px; width: 13.7553%;"" colspan=""2"">4.</td> </tr> <tr style=""height: 36px;""> <td style=""width: 4.17254%; height: 36px;"">Type of Surgery </td> <td style=""width: 9.58275%; height: 36px;"">{surg04_name}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Anatomical Location</td> <td style=""width: 9.58275%; height: 18px;"">{surg04_location}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Hospital</td> <td style=""width: 9.58275%; height: 18px;"">{surg04_hosp}</td> </tr> <tr style=""height: 20px;""> <td style=""width: 4.17254%; height: 20px;"">Doctor's Name</td> <td style=""width: 9.58275%; height: 20px;"">{surg04_doc}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Year of Surgery</td> <td style=""width: 9.58275%; height: 18px;"">{surg04_year}</td> </tr> </tbody> </table></div>",,
surgical_history,surg04_name,4. Type of Surgery,,String
surgical_history,surg04_not_listed,4. Please list type of surgery:,,
surgical_history,surg04_year,4. Year of Surgery,,Datetime
surgical_history,surg04_location,4. Anatomical location of surgery,,String
surgical_history,surg04_loc_not_listed,4. Please list anatomical location of surgery:,,
surgical_history,surg04_doc,4. Doctor performing surgery,,
surgical_history,surg04_hosp,4. Hospital/location of surgery,,
surgical_history,surg04_implant,4. Were implants used?,,String
surgical_history,surg04_implant_desc,4. Please list the number and type of all possible implants associated with this surgery:,,
surgical_history,surg04_specs,4. Select implant specifications:,,String
surgical_history,surg04_specs2,4. Select implant specifications:,,String
surgical_history,surg04_specs3,4. Select implant specifications:,,String
surgical_history,surg04_specs4,4. Select implant specifications:,,String
surgical_history,surg04_specs5,4. Select implant specifications:,,String
surgical_history,surg05,Add another surgery?,,String
surgical_history,surg05_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 141px;"" border=""1""> <tbody> <tr style=""height: 31px; background-color: #c2e0f4;""> <td style=""height: 31px; width: 13.7553%;"" colspan=""2"">5.</td> </tr> <tr style=""height: 36px;""> <td style=""width: 4.17254%; height: 36px;"">Type of Surgery </td> <td style=""width: 9.58275%; height: 36px;"">{surg05_name}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Anatomical Location</td> <td style=""width: 9.58275%; height: 18px;"">{surg05_location}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Hospital</td> <td style=""width: 9.58275%; height: 18px;"">{surg05_hosp}</td> </tr> <tr style=""height: 20px;""> <td style=""width: 4.17254%; height: 20px;"">Doctor's Name</td> <td style=""width: 9.58275%; height: 20px;"">{surg05_doc}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Year of Surgery</td> <td style=""width: 9.58275%; height: 18px;"">{surg05_year}</td> </tr> </tbody> </table></div>",,
surgical_history,surg05_name,5. Type of Surgery,,String
surgical_history,surg05_not_listed,5. Please list type of surgery:,,
surgical_history,surg05_year,5. Year of Surgery,,Datetime
surgical_history,surg05_location,5. Anatomical location of surgery,,String
surgical_history,surg05_loc_not_listed,5. Please list anatomical location of surgery:,,
surgical_history,surg05_doc,5.  Doctor performing surgery,,
surgical_history,surg05_hosp,5. Hospital/location of surgery,,
surgical_history,surg05_implant,5. Were implants used?,,String
surgical_history,surg05_implant_desc,5. Please list the number and type of all possible implants associated with this surgery:,,
surgical_history,surg05_specs,5. Select implant specifications:,,String
surgical_history,surg05_specs2,5. Select implant specifications:,,String
surgical_history,surg05_specs3,5. Select implant specifications:,,String
surgical_history,surg05_specs4,5. Select implant specifications:,,String
surgical_history,surg05_specs5,5. Select implant specifications:,,String
surgical_history,surg06,Add another surgery?,,String
surgical_history,surg06_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 141px;"" border=""1""> <tbody> <tr style=""height: 31px; background-color: #c2e0f4;""> <td style=""height: 31px; width: 13.7553%;"" colspan=""2"">6.</td> </tr> <tr style=""height: 36px;""> <td style=""width: 4.17254%; height: 36px;"">Type of Surgery </td> <td style=""width: 9.58275%; height: 36px;"">{surg06_name}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Anatomical Location</td> <td style=""width: 9.58275%; height: 18px;"">{surg06_location}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Hospital</td> <td style=""width: 9.58275%; height: 18px;"">{surg06_hosp}</td> </tr> <tr style=""height: 20px;""> <td style=""width: 4.17254%; height: 20px;"">Doctor's Name</td> <td style=""width: 9.58275%; height: 20px;"">{surg06_doc}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Year of Surgery</td> <td style=""width: 9.58275%; height: 18px;"">{surg06_year}</td> </tr> </tbody> </table></div>",,
surgical_history,surg06_name,6. Type of Surgery,,String
surgical_history,surg06_not_listed,6. Please list type of surgery:,,
surgical_history,surg06_year,6. Year of Surgery,,Datetime
surgical_history,surg06_location,6. Anatomical location of surgery,,String
surgical_history,surg06_loc_not_listed,6. Please list anatomical location of surgery:,,
surgical_history,surg06_doc,6. Doctor performing surgery,,
surgical_history,surg06_hosp,6. Hospital/location of surgery,,
surgical_history,surg06_implant,6. Were implants used?,,String
surgical_history,surg06_implant_desc,6. Please list the number and type of all possible implants associated with this surgery:,,
surgical_history,surg06_specs,6. Select implant specifications:,,String
surgical_history,surg06_specs2,6. Select implant specifications:,,String
surgical_history,surg06_specs3,6. Select implant specifications:,,String
surgical_history,surg06_specs4,6. Select implant specifications:,,String
surgical_history,surg06_specs5,6. Select implant specifications:,,String
surgical_history,surg07,Add another surgery?,,String
surgical_history,surg07_table,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 141px;"" border=""1""> <tbody> <tr style=""height: 31px; background-color: #c2e0f4;""> <td style=""height: 31px; width: 13.7553%;"" colspan=""2"">7.</td> </tr> <tr style=""height: 36px;""> <td style=""width: 4.17254%; height: 36px;"">Type of Surgery </td> <td style=""width: 9.58275%; height: 36px;"">{surg07_name}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Anatomical Location</td> <td style=""width: 9.58275%; height: 18px;"">{surg07_location}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Hospital</td> <td style=""width: 9.58275%; height: 18px;"">{surg07_hosp}</td> </tr> <tr style=""height: 20px;""> <td style=""width: 4.17254%; height: 20px;"">Doctor's Name</td> <td style=""width: 9.58275%; height: 20px;"">{surg07_doc}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 4.17254%; height: 18px;"">Year of Surgery</td> <td style=""width: 9.58275%; height: 18px;"">{surg07_year}</td> </tr> </tbody> </table></div>",,
surgical_history,surg07_name,7. Type of Surgery,,String
surgical_history,surg07_not_listed,7. Please list type of surgery:,,
surgical_history,surg07_year,7. Year of Surgery,,Datetime
surgical_history,surg07_location,7. Anatomical location of surgery,,String
surgical_history,surg07_loc_not_listed,7. Please list anatomical location of surgery:,,
surgical_history,surg07_doc,7. Doctor performing surgery,,
surgical_history,surg07_hosp,7. Hospital/location of surgery,,
surgical_history,surg07_implant,7. Were implants used?,,String
surgical_history,surg07_implant_desc,7. Please list the number and type of all possible implants associated with this surgery:,,
surgical_history,surg07_specs,7. Select implant specifications:,,String
surgical_history,surg07_specs2,7. Select implant specifications:,,String
surgical_history,surg07_specs3,7. Select implant specifications:,,String
surgical_history,surg07_specs4,7. Select implant specifications:,,String
surgical_history,surg07_specs5,7. Select implant specifications:,,String
surgical_history,surg08,Add another surgery?,,String
